date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:35:21	38758/38758	---M--	200	added ('OK')	text/html	etag:%22580a5797-9766%22	http://itcthemes.com/demo/Universum/html/single-course.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/single-course.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:23	40753/40753	---M--	200	added ('OK')	text/html	etag:%22580a5797-9f31%22	http://itcthemes.com/demo/Universum/html/single-course-v2.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/single-course-v2.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:23	20846/20846	---M--	200	added ('OK')	text/html	etag:%22580a5797-516e%22	http://itcthemes.com/demo/Universum/html/single-course-v3.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/single-course-v3.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:24	21166/21166	---M--	200	added ('OK')	text/html	etag:%22580a5797-52ae%22	http://itcthemes.com/demo/Universum/html/event-grid.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/event-grid.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:24	17668/17668	---M--	200	added ('OK')	text/html	etag:%22580a5797-4504%22	http://itcthemes.com/demo/Universum/html/event-calendar.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/event-calendar.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:25	24922/24922	---M--	200	added ('OK')	text/html	etag:%22580a5797-615a%22	http://itcthemes.com/demo/Universum/html/single-event.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/single-event.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:26	34804/34804	---M--	200	added ('OK')	text/html	etag:%22580a5797-87f4%22	http://itcthemes.com/demo/Universum/html/shop.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/shop.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:28	34858/34858	---M--	200	added ('OK')	text/html	etag:%22580a5797-882a%22	http://itcthemes.com/demo/Universum/html/shop-list.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/shop-list.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:28	31133/31133	---M--	200	added ('OK')	text/html	etag:%22580a5797-799d%22	http://itcthemes.com/demo/Universum/html/shop-fullwidth.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/shop-fullwidth.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:29	38724/38724	---M--	200	added ('OK')	text/html	etag:%22580a5797-9744%22	http://itcthemes.com/demo/Universum/html/single-product.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/single-product.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:30	38712/38712	---M--	200	added ('OK')	text/html	etag:%22580a5797-9738%22	http://itcthemes.com/demo/Universum/html/single-product-right-sidebar.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/single-product-right-sidebar.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:31	20151/20151	---M--	200	added ('OK')	text/html	etag:%22580a5797-4eb7%22	http://itcthemes.com/demo/Universum/html/cart.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/cart.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:32	21206/21206	---M--	200	added ('OK')	text/html	etag:%22580a5797-52d6%22	http://itcthemes.com/demo/Universum/html/checkout.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/checkout.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:32	25179/25179	---M--	200	added ('OK')	text/html	etag:%22580a5797-625b%22	http://itcthemes.com/demo/Universum/html/blog.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/blog.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:33	23959/23959	---M--	200	added ('OK')	text/html	etag:%22580a5797-5d97%22	http://itcthemes.com/demo/Universum/html/blog-list.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/blog-list.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:34	24543/24543	---M--	200	added ('OK')	text/html	etag:%22580a5797-5fdf%22	http://itcthemes.com/demo/Universum/html/blog-list-v2.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/blog-list-v2.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:35	23235/23235	---M--	200	added ('OK')	text/html	etag:%22580a5797-5ac3%22	http://itcthemes.com/demo/Universum/html/single.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/single.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:36	25007/25007	---M--	200	added ('OK')	text/html	etag:%22580a5797-61af%22	http://itcthemes.com/demo/Universum/html/single-v2.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/single-v2.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:37	2350/2350	---M--	200	added ('OK')	text/html	etag:%22580a5797-92e%22	http://itcthemes.com/demo/Universum/html/404.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/404.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:37	29262/29262	---M--	200	added ('OK')	text/html	etag:%22580a5797-724e%22	http://itcthemes.com/demo/Universum/html/about.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/about.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:37	18929/18929	---M--	200	added ('OK')	text/html	etag:%22580a5797-49f1%22	http://itcthemes.com/demo/Universum/html/contact.html	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/contact.html	(from http://itcthemes.com/demo/Universum/html/)
17:35:58	112707/112707	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-1b843%22	http://itcthemes.com/demo/Universum/html/images/placeholder/call-to-action.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/call-to-action.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:03	21967/21967	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-55cf%22	http://itcthemes.com/demo/Universum/html/images/placeholder/blog2.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/blog2.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:09	35013/35013	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-88c5%22	http://itcthemes.com/demo/Universum/html/images/placeholder/blog3.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/blog3.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:12	204744/204744	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-31fc8%22	http://itcthemes.com/demo/Universum/html/images/placeholder/slider3.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/slider3.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:14	28821/28821	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-7095%22	http://itcthemes.com/demo/Universum/html/images/placeholder/blog4.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/blog4.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:15	20397/20397	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-4fad%22	http://itcthemes.com/demo/Universum/html/images/placeholder/event1.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/event1.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:19	27153/27153	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-6a11%22	http://itcthemes.com/demo/Universum/html/images/placeholder/event2.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/event2.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:22	40331/40331	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-9d8b%22	http://itcthemes.com/demo/Universum/html/images/placeholder/event3.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/event3.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:31	75396/75396	---M--	200	added ('OK')	image/png	etag:%22580a5797-12684%22	http://itcthemes.com/demo/Universum/html/images/placeholder/team1.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/team1.png	(from http://itcthemes.com/demo/Universum/html/)
17:36:36	79764/79764	---M--	200	added ('OK')	image/png	etag:%22580a5797-13794%22	http://itcthemes.com/demo/Universum/html/images/placeholder/team2.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/team2.png	(from http://itcthemes.com/demo/Universum/html/)
17:36:41	415164/415164	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-655bc%22	http://itcthemes.com/demo/Universum/html/images/placeholder/slider1.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/slider1.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:44	77057/77057	---M--	200	added ('OK')	image/png	etag:%22580a5797-12d01%22	http://itcthemes.com/demo/Universum/html/images/placeholder/team3.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/team3.png	(from http://itcthemes.com/demo/Universum/html/)
17:36:47	452621/452621	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-6e80d%22	http://itcthemes.com/demo/Universum/html/images/placeholder/slider2.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/slider2.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:47	71404/71404	---M--	200	added ('OK')	image/png	etag:%22580a5797-116ec%22	http://itcthemes.com/demo/Universum/html/images/placeholder/team4.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/team4.png	(from http://itcthemes.com/demo/Universum/html/)
17:36:47	37802/37802	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-93aa%22	http://itcthemes.com/demo/Universum/html/images/placeholder/product1.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/product1.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:48	32783/32783	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-800f%22	http://itcthemes.com/demo/Universum/html/images/placeholder/product2.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/product2.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:48	5448/5448	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-1548%22	http://itcthemes.com/demo/Universum/html/images/placeholder/instargram1.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/instargram1.jpg	(from http://itcthemes.com/demo/Universum/html/)
17:36:49	4293/4293	---M--	200	added ('OK')	image/jpeg	etag:%22580a5797-10c5%22	http://itcthemes.com/demo/Universum/html/images/placeholder/instargram2.jpg	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/placeholder/instargram2.jpg	(from http://itcthemes.com/demo/Universum/html/)
